Wavelength (nm)	Dark	Wavelength (nm)	Reference	Wavelength (nm)	Sample 1 - 08.11.2019-11:35:13	Wavelength (nm)	Sample 2 - 08.11.2019-11:40:21	Wavelength (nm)	Sample 3 - 08.11.2019-11:45:29
1743.100	9683.000	1743.100	0.000	1743.100	-Inf	1743.100	NaN	1743.100	NaN
1745.100	9507.000	1745.100	0.000	1745.100	-Inf	1745.100	NaN	1745.100	NaN
1747.000	9571.000	1747.000	0.000	1747.000	NaN	1747.000	NaN	1747.000	NaN
1749.000	9566.000	1749.000	0.000	1749.000	-Inf	1749.000	NaN	1749.000	NaN
1751.000	9618.000	1751.000	0.000	1751.000	NaN	1751.000	-Inf	1751.000	NaN
1752.900	9643.000	1752.900	0.000	1752.900	-Inf	1752.900	NaN	1752.900	NaN
1754.900	9638.000	1754.900	0.000	1754.900	-Inf	1754.900	NaN	1754.900	NaN
1756.900	9529.000	1756.900	0.000	1756.900	-Inf	1756.900	NaN	1756.900	NaN
1758.800	9625.000	1758.800	0.000	1758.800	-Inf	1758.800	-Inf	1758.800	NaN
1760.800	9586.000	1760.800	0.000	1760.800	-Inf	1760.800	NaN	1760.800	NaN
1762.800	9589.000	1762.800	0.000	1762.800	-Inf	1762.800	NaN	1762.800	NaN
1764.800	9589.000	1764.800	0.000	1764.800	NaN	1764.800	-Inf	1764.800	-Inf
1766.700	9667.000	1766.700	0.000	1766.700	-Inf	1766.700	-Inf	1766.700	NaN
1768.700	9619.000	1768.700	0.000	1768.700	-Inf	1768.700	-Inf	1768.700	NaN
1770.700	9581.000	1770.700	0.000	1770.700	NaN	1770.700	NaN	1770.700	NaN
1772.600	9552.000	1772.600	0.000	1772.600	-Inf	1772.600	-Inf	1772.600	NaN
1774.600	9619.000	1774.600	0.000	1774.600	NaN	1774.600	NaN	1774.600	NaN
1776.600	9641.000	1776.600	0.000	1776.600	-Inf	1776.600	NaN	1776.600	NaN
1778.500	9617.000	1778.500	0.000	1778.500	NaN	1778.500	NaN	1778.500	-Inf
1780.500	9601.000	1780.500	0.000	1780.500	NaN	1780.500	NaN	1780.500	NaN
1782.500	9599.000	1782.500	0.000	1782.500	NaN	1782.500	-Inf	1782.500	NaN
1784.400	9554.000	1784.400	0.000	1784.400	-Inf	1784.400	NaN	1784.400	NaN
1786.400	9562.000	1786.400	0.000	1786.400	NaN	1786.400	NaN	1786.400	NaN
1788.400	9593.000	1788.400	0.000	1788.400	NaN	1788.400	NaN	1788.400	NaN
1790.400	9701.000	1790.400	0.000	1790.400	NaN	1790.400	-Inf	1790.400	NaN
1792.300	9553.000	1792.300	0.000	1792.300	-Inf	1792.300	NaN	1792.300	NaN
1794.300	9602.000	1794.300	0.000	1794.300	-Inf	1794.300	-Inf	1794.300	NaN
1796.300	9591.000	1796.300	0.000	1796.300	-Inf	1796.300	-Inf	1796.300	NaN
1798.200	9578.000	1798.200	0.000	1798.200	-Inf	1798.200	NaN	1798.200	NaN
1800.200	9643.000	1800.200	0.000	1800.200	NaN	1800.200	NaN	1800.200	NaN
1802.200	9661.000	1802.200	0.000	1802.200	-Inf	1802.200	NaN	1802.200	NaN
1804.100	9603.000	1804.100	0.000	1804.100	-Inf	1804.100	NaN	1804.100	NaN
1806.100	9631.000	1806.100	0.000	1806.100	NaN	1806.100	NaN	1806.100	NaN
1808.100	9611.000	1808.100	0.000	1808.100	-Inf	1808.100	NaN	1808.100	NaN
1810.000	9642.000	1810.000	0.000	1810.000	-Inf	1810.000	NaN	1810.000	NaN
1812.000	9614.000	1812.000	0.000	1812.000	NaN	1812.000	NaN	1812.000	NaN
1814.000	9614.000	1814.000	0.000	1814.000	NaN	1814.000	NaN	1814.000	NaN
1815.900	9573.000	1815.900	0.000	1815.900	-Inf	1815.900	NaN	1815.900	NaN
1817.900	9594.000	1817.900	0.000	1817.900	-Inf	1817.900	NaN	1817.900	NaN
1819.900	9536.000	1819.900	0.000	1819.900	-Inf	1819.900	NaN	1819.900	NaN
1821.900	9566.000	1821.900	0.000	1821.900	NaN	1821.900	NaN	1821.900	-Inf
1823.800	9521.000	1823.800	0.000	1823.800	-Inf	1823.800	NaN	1823.800	NaN
1825.800	9565.000	1825.800	0.000	1825.800	-Inf	1825.800	-Inf	1825.800	NaN
1827.800	9644.000	1827.800	0.000	1827.800	-Inf	1827.800	NaN	1827.800	NaN
1829.700	9571.000	1829.700	0.000	1829.700	-Inf	1829.700	NaN	1829.700	-Inf
1831.700	9583.000	1831.700	0.000	1831.700	NaN	1831.700	NaN	1831.700	NaN
1833.700	9564.000	1833.700	0.000	1833.700	NaN	1833.700	NaN	1833.700	NaN
1835.600	9561.000	1835.600	0.000	1835.600	-Inf	1835.600	NaN	1835.600	NaN
1837.600	9589.000	1837.600	0.000	1837.600	-Inf	1837.600	-Inf	1837.600	NaN
1839.600	9625.000	1839.600	0.000	1839.600	-Inf	1839.600	NaN	1839.600	NaN
1841.500	9686.000	1841.500	0.000	1841.500	NaN	1841.500	NaN	1841.500	NaN
1843.500	9892.000	1843.500	0.000	1843.500	-Inf	1843.500	NaN	1843.500	-Inf
1845.500	9617.000	1845.500	0.000	1845.500	NaN	1845.500	NaN	1845.500	NaN
1847.400	9788.000	1847.400	0.000	1847.400	-Inf	1847.400	NaN	1847.400	NaN
1849.400	9570.000	1849.400	0.000	1849.400	NaN	1849.400	-Inf	1849.400	NaN
1851.400	9617.000	1851.400	0.000	1851.400	-Inf	1851.400	NaN	1851.400	-Inf
1853.300	9600.000	1853.300	0.000	1853.300	-Inf	1853.300	-Inf	1853.300	NaN
1855.300	9569.000	1855.300	0.000	1855.300	-Inf	1855.300	-Inf	1855.300	NaN
1857.300	9639.000	1857.300	0.000	1857.300	-Inf	1857.300	-Inf	1857.300	NaN
1859.300	9574.000	1859.300	0.000	1859.300	NaN	1859.300	NaN	1859.300	NaN
1861.200	9683.000	1861.200	0.000	1861.200	-Inf	1861.200	-Inf	1861.200	NaN
1863.200	9622.000	1863.200	0.000	1863.200	-Inf	1863.200	NaN	1863.200	NaN
1865.200	9605.000	1865.200	0.000	1865.200	-Inf	1865.200	NaN	1865.200	NaN
1867.100	9644.000	1867.100	0.000	1867.100	NaN	1867.100	NaN	1867.100	NaN
1869.100	9562.000	1869.100	0.000	1869.100	-Inf	1869.100	-Inf	1869.100	NaN
1871.100	9582.000	1871.100	0.000	1871.100	-Inf	1871.100	NaN	1871.100	NaN
1873.000	9555.000	1873.000	0.000	1873.000	-Inf	1873.000	NaN	1873.000	NaN
1875.000	9558.000	1875.000	0.000	1875.000	NaN	1875.000	NaN	1875.000	NaN
1877.000	9730.000	1877.000	0.000	1877.000	NaN	1877.000	NaN	1877.000	NaN
1878.900	9594.000	1878.900	0.000	1878.900	NaN	1878.900	NaN	1878.900	NaN
1880.900	9643.000	1880.900	0.000	1880.900	-Inf	1880.900	-Inf	1880.900	NaN
1882.900	9644.000	1882.900	0.000	1882.900	NaN	1882.900	NaN	1882.900	-Inf
1884.800	9595.000	1884.800	0.000	1884.800	-Inf	1884.800	NaN	1884.800	NaN
1886.800	9630.000	1886.800	0.000	1886.800	-Inf	1886.800	NaN	1886.800	NaN
1888.800	9605.000	1888.800	0.000	1888.800	-Inf	1888.800	NaN	1888.800	NaN
1890.700	9660.000	1890.700	0.000	1890.700	NaN	1890.700	NaN	1890.700	NaN
1892.700	9646.000	1892.700	0.000	1892.700	-Inf	1892.700	NaN	1892.700	-Inf
1894.700	9635.000	1894.700	0.000	1894.700	NaN	1894.700	NaN	1894.700	NaN
1896.600	9623.000	1896.600	0.000	1896.600	-Inf	1896.600	NaN	1896.600	NaN
1898.600	9592.000	1898.600	0.000	1898.600	NaN	1898.600	NaN	1898.600	NaN
1900.600	9648.000	1900.600	0.000	1900.600	-Inf	1900.600	NaN	1900.600	NaN
1902.500	9664.000	1902.500	0.000	1902.500	NaN	1902.500	NaN	1902.500	NaN
1904.500	9886.000	1904.500	0.000	1904.500	-Inf	1904.500	NaN	1904.500	NaN
1906.500	9844.000	1906.500	0.000	1906.500	-Inf	1906.500	NaN	1906.500	NaN
1908.400	9729.000	1908.400	0.000	1908.400	NaN	1908.400	NaN	1908.400	NaN
1910.400	9602.000	1910.400	0.000	1910.400	-Inf	1910.400	NaN	1910.400	NaN
1912.400	9669.000	1912.400	0.000	1912.400	-Inf	1912.400	-Inf	1912.400	NaN
1914.300	9640.000	1914.300	0.000	1914.300	-Inf	1914.300	NaN	1914.300	NaN
1916.300	9625.000	1916.300	0.000	1916.300	-Inf	1916.300	-Inf	1916.300	NaN
1918.300	9670.000	1918.300	0.000	1918.300	NaN	1918.300	NaN	1918.300	NaN
1920.200	9617.000	1920.200	0.000	1920.200	-Inf	1920.200	NaN	1920.200	NaN
1922.200	9646.000	1922.200	0.000	1922.200	-Inf	1922.200	NaN	1922.200	NaN
1924.200	9657.000	1924.200	0.000	1924.200	-Inf	1924.200	-Inf	1924.200	NaN
1926.100	9619.000	1926.100	0.000	1926.100	-Inf	1926.100	NaN	1926.100	NaN
1928.100	9757.000	1928.100	0.000	1928.100	-Inf	1928.100	-Inf	1928.100	NaN
1930.100	9580.000	1930.100	0.000	1930.100	NaN	1930.100	NaN	1930.100	NaN
1932.000	9621.000	1932.000	0.000	1932.000	-Inf	1932.000	-Inf	1932.000	NaN
1934.000	9784.000	1934.000	0.000	1934.000	NaN	1934.000	-Inf	1934.000	NaN
1936.000	9612.000	1936.000	0.000	1936.000	NaN	1936.000	NaN	1936.000	NaN
1937.900	9644.000	1937.900	0.000	1937.900	-Inf	1937.900	NaN	1937.900	NaN
1939.900	9694.000	1939.900	0.000	1939.900	-Inf	1939.900	NaN	1939.900	NaN
1941.900	9694.000	1941.900	0.000	1941.900	-Inf	1941.900	NaN	1941.900	NaN
1943.800	9692.000	1943.800	0.000	1943.800	-Inf	1943.800	NaN	1943.800	NaN
1945.800	9592.000	1945.800	0.000	1945.800	-Inf	1945.800	NaN	1945.800	NaN
1947.800	9631.000	1947.800	0.000	1947.800	NaN	1947.800	NaN	1947.800	NaN
1949.700	9612.000	1949.700	1.000	1949.700	-0.602	1949.700	NaN	1949.700	NaN
1951.700	9630.000	1951.700	0.000	1951.700	-Inf	1951.700	NaN	1951.700	NaN
1953.700	9647.000	1953.700	0.000	1953.700	NaN	1953.700	NaN	1953.700	NaN
1955.600	9631.000	1955.600	0.000	1955.600	-Inf	1955.600	NaN	1955.600	NaN
1957.600	9689.000	1957.600	0.000	1957.600	NaN	1957.600	NaN	1957.600	-Inf
1959.600	9583.000	1959.600	0.000	1959.600	NaN	1959.600	NaN	1959.600	NaN
1961.500	9610.000	1961.500	0.000	1961.500	-Inf	1961.500	NaN	1961.500	NaN
1963.500	9717.000	1963.500	0.000	1963.500	-Inf	1963.500	NaN	1963.500	NaN
1965.500	9695.000	1965.500	0.000	1965.500	NaN	1965.500	-Inf	1965.500	NaN
1967.400	9696.000	1967.400	0.000	1967.400	-Inf	1967.400	NaN	1967.400	NaN
1969.400	9934.000	1969.400	0.000	1969.400	NaN	1969.400	-Inf	1969.400	NaN
1971.400	9727.000	1971.400	0.000	1971.400	-Inf	1971.400	NaN	1971.400	NaN
1973.300	9563.000	1973.300	0.000	1973.300	-Inf	1973.300	NaN	1973.300	-Inf
1975.300	9644.000	1975.300	0.000	1975.300	-Inf	1975.300	NaN	1975.300	-Inf
1977.300	9551.000	1977.300	0.000	1977.300	NaN	1977.300	-Inf	1977.300	NaN
1979.200	9688.000	1979.200	0.000	1979.200	-Inf	1979.200	-Inf	1979.200	NaN
1981.200	9664.000	1981.200	0.000	1981.200	-Inf	1981.200	NaN	1981.200	NaN
1983.200	9616.000	1983.200	0.000	1983.200	NaN	1983.200	NaN	1983.200	-Inf
1985.100	9653.000	1985.100	0.000	1985.100	NaN	1985.100	NaN	1985.100	NaN
1987.100	9663.000	1987.100	0.000	1987.100	-Inf	1987.100	NaN	1987.100	NaN
1989.100	9688.000	1989.100	0.000	1989.100	-Inf	1989.100	NaN	1989.100	NaN
1991.000	9610.000	1991.000	7.000	1991.000	NaN	1991.000	0.243	1991.000	Inf
1993.000	9733.000	1993.000	0.000	1993.000	-Inf	1993.000	NaN	1993.000	NaN
1995.000	9692.000	1995.000	0.000	1995.000	NaN	1995.000	NaN	1995.000	NaN
1996.900	9579.000	1996.900	0.000	1996.900	-Inf	1996.900	NaN	1996.900	NaN
1998.900	9686.000	1998.900	0.000	1998.900	NaN	1998.900	NaN	1998.900	NaN
2000.900	9578.000	2000.900	0.000	2000.900	-Inf	2000.900	NaN	2000.900	NaN
2002.800	9682.000	2002.800	0.000	2002.800	NaN	2002.800	NaN	2002.800	NaN
2004.800	9588.000	2004.800	0.000	2004.800	NaN	2004.800	-Inf	2004.800	NaN
2006.800	9653.000	2006.800	0.000	2006.800	-Inf	2006.800	NaN	2006.800	NaN
2008.700	9538.000	2008.700	0.000	2008.700	NaN	2008.700	NaN	2008.700	NaN
2010.700	9648.000	2010.700	0.000	2010.700	-Inf	2010.700	NaN	2010.700	NaN
2012.700	9686.000	2012.700	0.000	2012.700	NaN	2012.700	NaN	2012.700	NaN
2014.600	9635.000	2014.600	0.000	2014.600	NaN	2014.600	NaN	2014.600	NaN
2016.600	9591.000	2016.600	0.000	2016.600	NaN	2016.600	NaN	2016.600	NaN
2018.600	9645.000	2018.600	0.000	2018.600	-Inf	2018.600	NaN	2018.600	NaN
2020.500	9619.000	2020.500	0.000	2020.500	NaN	2020.500	NaN	2020.500	NaN
2022.500	9609.000	2022.500	0.000	2022.500	-Inf	2022.500	NaN	2022.500	NaN
2024.500	9581.000	2024.500	0.000	2024.500	-Inf	2024.500	NaN	2024.500	NaN
2026.400	9654.000	2026.400	0.000	2026.400	NaN	2026.400	-Inf	2026.400	NaN
2028.400	9726.000	2028.400	0.000	2028.400	-Inf	2028.400	NaN	2028.400	NaN
2030.400	9724.000	2030.400	0.000	2030.400	NaN	2030.400	NaN	2030.400	NaN
2032.300	9575.000	2032.300	0.000	2032.300	-Inf	2032.300	-Inf	2032.300	NaN
2034.300	9604.000	2034.300	0.000	2034.300	-Inf	2034.300	NaN	2034.300	NaN
2036.300	9660.000	2036.300	0.000	2036.300	-Inf	2036.300	NaN	2036.300	NaN
2038.200	9636.000	2038.200	0.000	2038.200	NaN	2038.200	-Inf	2038.200	NaN
2040.200	9543.000	2040.200	0.000	2040.200	-Inf	2040.200	NaN	2040.200	NaN
2042.200	9664.000	2042.200	0.000	2042.200	NaN	2042.200	-Inf	2042.200	NaN
2044.100	9622.000	2044.100	4.000	2044.100	NaN	2044.100	NaN	2044.100	NaN
2046.100	9599.000	2046.100	0.000	2046.100	-Inf	2046.100	NaN	2046.100	NaN
2048.000	9600.000	2048.000	0.000	2048.000	NaN	2048.000	NaN	2048.000	NaN
2050.000	9620.000	2050.000	0.000	2050.000	NaN	2050.000	NaN	2050.000	NaN
2052.000	9605.000	2052.000	0.000	2052.000	NaN	2052.000	NaN	2052.000	NaN
2053.900	9555.000	2053.900	0.000	2053.900	-Inf	2053.900	NaN	2053.900	NaN
2055.900	9694.000	2055.900	0.000	2055.900	-Inf	2055.900	-Inf	2055.900	NaN
2057.900	9624.000	2057.900	0.000	2057.900	-Inf	2057.900	NaN	2057.900	NaN
2059.800	9638.000	2059.800	0.000	2059.800	-Inf	2059.800	NaN	2059.800	NaN
2061.800	9671.000	2061.800	0.000	2061.800	NaN	2061.800	NaN	2061.800	NaN
2063.800	9764.000	2063.800	0.000	2063.800	NaN	2063.800	NaN	2063.800	NaN
2065.700	9626.000	2065.700	0.000	2065.700	NaN	2065.700	NaN	2065.700	NaN
2067.700	9683.000	2067.700	0.000	2067.700	NaN	2067.700	NaN	2067.700	NaN
2069.700	9700.000	2069.700	0.000	2069.700	-Inf	2069.700	NaN	2069.700	NaN
2071.600	9606.000	2071.600	0.000	2071.600	NaN	2071.600	NaN	2071.600	NaN
2073.600	9610.000	2073.600	0.000	2073.600	-Inf	2073.600	NaN	2073.600	NaN
2075.600	9716.000	2075.600	0.000	2075.600	-Inf	2075.600	NaN	2075.600	NaN
2077.500	9631.000	2077.500	0.000	2077.500	-Inf	2077.500	NaN	2077.500	NaN
2079.500	9642.000	2079.500	0.000	2079.500	-Inf	2079.500	NaN	2079.500	NaN
2081.500	9711.000	2081.500	0.000	2081.500	-Inf	2081.500	NaN	2081.500	NaN
2083.400	9625.000	2083.400	0.000	2083.400	NaN	2083.400	NaN	2083.400	NaN
2085.400	9621.000	2085.400	0.000	2085.400	NaN	2085.400	NaN	2085.400	-Inf
2087.300	9620.000	2087.300	0.000	2087.300	-Inf	2087.300	NaN	2087.300	NaN
2089.300	9573.000	2089.300	0.000	2089.300	-Inf	2089.300	NaN	2089.300	-Inf
2091.300	9798.000	2091.300	0.000	2091.300	-Inf	2091.300	NaN	2091.300	NaN
2093.200	9645.000	2093.200	0.000	2093.200	-Inf	2093.200	NaN	2093.200	NaN
2095.200	9624.000	2095.200	0.000	2095.200	-Inf	2095.200	NaN	2095.200	NaN
2097.200	9644.000	2097.200	0.000	2097.200	-Inf	2097.200	NaN	2097.200	NaN
2099.100	9598.000	2099.100	0.000	2099.100	-Inf	2099.100	NaN	2099.100	NaN
2101.100	9627.000	2101.100	0.000	2101.100	-Inf	2101.100	NaN	2101.100	-Inf
2103.100	9642.000	2103.100	0.000	2103.100	-Inf	2103.100	NaN	2103.100	NaN
2105.000	9730.000	2105.000	0.000	2105.000	NaN	2105.000	NaN	2105.000	NaN
2107.000	9711.000	2107.000	0.000	2107.000	NaN	2107.000	NaN	2107.000	NaN
2109.000	9693.000	2109.000	0.000	2109.000	-Inf	2109.000	NaN	2109.000	NaN
2110.900	9703.000	2110.900	0.000	2110.900	-Inf	2110.900	NaN	2110.900	NaN
2112.900	9687.000	2112.900	0.000	2112.900	-Inf	2112.900	NaN	2112.900	-Inf
2114.800	9620.000	2114.800	0.000	2114.800	-Inf	2114.800	-Inf	2114.800	NaN
2116.800	9673.000	2116.800	0.000	2116.800	NaN	2116.800	NaN	2116.800	NaN
2118.800	9594.000	2118.800	0.000	2118.800	-Inf	2118.800	NaN	2118.800	-Inf
2120.700	9642.000	2120.700	0.000	2120.700	-Inf	2120.700	NaN	2120.700	NaN
2122.700	9594.000	2122.700	0.000	2122.700	NaN	2122.700	NaN	2122.700	NaN
2124.700	9652.000	2124.700	0.000	2124.700	NaN	2124.700	NaN	2124.700	NaN
2126.600	9608.000	2126.600	0.000	2126.600	NaN	2126.600	NaN	2126.600	NaN
2128.600	9747.000	2128.600	0.000	2128.600	NaN	2128.600	NaN	2128.600	NaN
2130.600	9712.000	2130.600	0.000	2130.600	NaN	2130.600	NaN	2130.600	NaN
2132.500	9716.000	2132.500	0.000	2132.500	NaN	2132.500	NaN	2132.500	NaN
2134.500	9753.000	2134.500	0.000	2134.500	NaN	2134.500	NaN	2134.500	NaN
2136.500	9662.000	2136.500	0.000	2136.500	-Inf	2136.500	-Inf	2136.500	NaN
2138.400	9626.000	2138.400	0.000	2138.400	NaN	2138.400	-Inf	2138.400	NaN
2140.400	9613.000	2140.400	0.000	2140.400	-Inf	2140.400	NaN	2140.400	NaN
2142.300	9631.000	2142.300	0.000	2142.300	NaN	2142.300	NaN	2142.300	NaN
2144.300	9700.000	2144.300	0.000	2144.300	NaN	2144.300	NaN	2144.300	NaN
2146.300	9654.000	2146.300	0.000	2146.300	-Inf	2146.300	-Inf	2146.300	NaN
2148.200	9619.000	2148.200	0.000	2148.200	-Inf	2148.200	NaN	2148.200	NaN
2150.200	9631.000	2150.200	0.000	2150.200	NaN	2150.200	NaN	2150.200	NaN
2152.200	9603.000	2152.200	0.000	2152.200	-Inf	2152.200	-Inf	2152.200	NaN
2154.100	9782.000	2154.100	0.000	2154.100	NaN	2154.100	NaN	2154.100	NaN
2156.100	9707.000	2156.100	0.000	2156.100	NaN	2156.100	-Inf	2156.100	NaN
2158.100	9698.000	2158.100	0.000	2158.100	NaN	2158.100	NaN	2158.100	-Inf
2160.000	9707.000	2160.000	0.000	2160.000	-Inf	2160.000	NaN	2160.000	NaN
2162.000	9672.000	2162.000	0.000	2162.000	NaN	2162.000	NaN	2162.000	NaN
2163.900	9696.000	2163.900	0.000	2163.900	-Inf	2163.900	NaN	2163.900	NaN
2165.900	9729.000	2165.900	0.000	2165.900	-Inf	2165.900	NaN	2165.900	NaN
2167.900	9715.000	2167.900	0.000	2167.900	-Inf	2167.900	NaN	2167.900	NaN
2169.800	9665.000	2169.800	0.000	2169.800	-Inf	2169.800	NaN	2169.800	NaN
2171.800	9583.000	2171.800	0.000	2171.800	NaN	2171.800	NaN	2171.800	NaN
2173.800	9734.000	2173.800	0.000	2173.800	-Inf	2173.800	NaN	2173.800	NaN
2175.700	9632.000	2175.700	0.000	2175.700	NaN	2175.700	NaN	2175.700	NaN
2177.700	9686.000	2177.700	0.000	2177.700	NaN	2177.700	NaN	2177.700	NaN
2179.700	9688.000	2179.700	0.000	2179.700	-Inf	2179.700	NaN	2179.700	NaN
2181.600	9595.000	2181.600	0.000	2181.600	NaN	2181.600	NaN	2181.600	NaN
2183.600	9590.000	2183.600	0.000	2183.600	-Inf	2183.600	-Inf	2183.600	NaN
2185.500	9650.000	2185.500	0.000	2185.500	-Inf	2185.500	-Inf	2185.500	NaN
2187.500	9658.000	2187.500	0.000	2187.500	NaN	2187.500	NaN	2187.500	NaN
2189.500	9696.000	2189.500	0.000	2189.500	-Inf	2189.500	NaN	2189.500	NaN
2191.400	9580.000	2191.400	0.000	2191.400	-Inf	2191.400	NaN	2191.400	NaN
2193.400	9712.000	2193.400	0.000	2193.400	NaN	2193.400	-Inf	2193.400	NaN
2195.400	9744.000	2195.400	0.000	2195.400	NaN	2195.400	NaN	2195.400	NaN
2197.300	9754.000	2197.300	1.000	2197.300	-1.000	2197.300	Inf	2197.300	-0.477
2199.300	9667.000	2199.300	0.000	2199.300	-Inf	2199.300	NaN	2199.300	NaN
2201.300	9674.000	2201.300	0.000	2201.300	NaN	2201.300	-Inf	2201.300	NaN
2203.200	9691.000	2203.200	0.000	2203.200	-Inf	2203.200	NaN	2203.200	NaN
2205.200	9640.000	2205.200	0.000	2205.200	NaN	2205.200	-Inf	2205.200	NaN
2207.100	9675.000	2207.100	0.000	2207.100	NaN	2207.100	NaN	2207.100	-Inf
2209.100	9633.000	2209.100	6.000	2209.100	-0.222	2209.100	NaN	2209.100	NaN
2211.100	9671.000	2211.100	0.000	2211.100	NaN	2211.100	-Inf	2211.100	-Inf
2213.000	9631.000	2213.000	0.000	2213.000	-Inf	2213.000	NaN	2213.000	NaN
2215.000	9660.000	2215.000	0.000	2215.000	-Inf	2215.000	NaN	2215.000	NaN
2217.000	9769.000	2217.000	0.000	2217.000	-Inf	2217.000	NaN	2217.000	-Inf
2218.900	9659.000	2218.900	0.000	2218.900	-Inf	2218.900	NaN	2218.900	NaN
2220.900	9637.000	2220.900	0.000	2220.900	NaN	2220.900	NaN	2220.900	NaN
2222.800	9761.000	2222.800	0.000	2222.800	-Inf	2222.800	-Inf	2222.800	NaN
2224.800	9692.000	2224.800	0.000	2224.800	NaN	2224.800	NaN	2224.800	NaN
2226.800	9732.000	2226.800	0.000	2226.800	-Inf	2226.800	NaN	2226.800	-Inf
2228.700	9663.000	2228.700	0.000	2228.700	-Inf	2228.700	NaN	2228.700	NaN
2230.700	9665.000	2230.700	0.000	2230.700	-Inf	2230.700	-Inf	2230.700	NaN
2232.700	9629.000	2232.700	0.000	2232.700	NaN	2232.700	NaN	2232.700	NaN
2234.600	9690.000	2234.600	0.000	2234.600	-Inf	2234.600	NaN	2234.600	NaN
2236.600	9639.000	2236.600	0.000	2236.600	-Inf	2236.600	NaN	2236.600	NaN
2238.500	9737.000	2238.500	0.000	2238.500	NaN	2238.500	NaN	2238.500	NaN
2240.500	9708.000	2240.500	0.000	2240.500	-Inf	2240.500	-Inf	2240.500	NaN
2242.500	9719.000	2242.500	0.000	2242.500	NaN	2242.500	NaN	2242.500	NaN
2244.400	9702.000	2244.400	0.000	2244.400	NaN	2244.400	NaN	2244.400	NaN
2246.400	9645.000	2246.400	0.000	2246.400	-Inf	2246.400	NaN	2246.400	NaN
2248.400	9674.000	2248.400	0.000	2248.400	-Inf	2248.400	-Inf	2248.400	NaN
2250.300	9718.000	2250.300	0.000	2250.300	NaN	2250.300	NaN	2250.300	NaN
2252.300	9691.000	2252.300	0.000	2252.300	NaN	2252.300	NaN	2252.300	-Inf
2254.200	9670.000	2254.200	0.000	2254.200	NaN	2254.200	-Inf	2254.200	NaN
2256.200	9698.000	2256.200	0.000	2256.200	NaN	2256.200	NaN	2256.200	NaN
2258.200	9691.000	2258.200	0.000	2258.200	-Inf	2258.200	NaN	2258.200	NaN
2260.100	9622.000	2260.100	0.000	2260.100	-Inf	2260.100	NaN	2260.100	NaN
2262.100	9602.000	2262.100	0.000	2262.100	-Inf	2262.100	NaN	2262.100	NaN
2264.100	9801.000	2264.100	0.000	2264.100	-Inf	2264.100	NaN	2264.100	NaN
2266.000	9715.000	2266.000	0.000	2266.000	NaN	2266.000	NaN	2266.000	NaN
2268.000	9642.000	2268.000	0.000	2268.000	-Inf	2268.000	-Inf	2268.000	NaN
2269.900	9783.000	2269.900	0.000	2269.900	-Inf	2269.900	NaN	2269.900	NaN
2271.900	9676.000	2271.900	0.000	2271.900	-Inf	2271.900	NaN	2271.900	NaN
2273.900	9635.000	2273.900	0.000	2273.900	NaN	2273.900	NaN	2273.900	NaN
2275.800	9622.000	2275.800	0.000	2275.800	-Inf	2275.800	NaN	2275.800	NaN
2277.800	9772.000	2277.800	0.000	2277.800	-Inf	2277.800	NaN	2277.800	NaN
2279.800	9757.000	2279.800	0.000	2279.800	-Inf	2279.800	NaN	2279.800	NaN
2281.700	9720.000	2281.700	0.000	2281.700	NaN	2281.700	NaN	2281.700	NaN
2283.700	9612.000	2283.700	0.000	2283.700	-Inf	2283.700	-Inf	2283.700	NaN
2285.600	9669.000	2285.600	0.000	2285.600	NaN	2285.600	-Inf	2285.600	NaN
2287.600	9653.000	2287.600	0.000	2287.600	-Inf	2287.600	NaN	2287.600	NaN
2289.600	9731.000	2289.600	0.000	2289.600	-Inf	2289.600	NaN	2289.600	NaN
2291.500	9686.000	2291.500	0.000	2291.500	NaN	2291.500	-Inf	2291.500	NaN
2293.500	9742.000	2293.500	0.000	2293.500	-Inf	2293.500	NaN	2293.500	NaN
2295.400	9667.000	2295.400	0.000	2295.400	NaN	2295.400	-Inf	2295.400	NaN
2297.400	9661.000	2297.400	0.000	2297.400	-Inf	2297.400	NaN	2297.400	NaN
2299.400	9733.000	2299.400	0.000	2299.400	-Inf	2299.400	NaN	2299.400	NaN
2301.300	9652.000	2301.300	0.000	2301.300	NaN	2301.300	NaN	2301.300	NaN
2303.300	9744.000	2303.300	0.000	2303.300	-Inf	2303.300	NaN	2303.300	-Inf
2305.300	9679.000	2305.300	0.000	2305.300	-Inf	2305.300	NaN	2305.300	NaN
2307.200	9676.000	2307.200	0.000	2307.200	-Inf	2307.200	NaN	2307.200	NaN
2309.200	9735.000	2309.200	0.000	2309.200	NaN	2309.200	-Inf	2309.200	NaN
2311.100	9672.000	2311.100	0.000	2311.100	-Inf	2311.100	-Inf	2311.100	NaN
2313.100	9712.000	2313.100	0.000	2313.100	-Inf	2313.100	NaN	2313.100	NaN
2315.100	9635.000	2315.100	0.000	2315.100	-Inf	2315.100	-Inf	2315.100	NaN
2317.000	9704.000	2317.000	0.000	2317.000	NaN	2317.000	NaN	2317.000	NaN
2319.000	9633.000	2319.000	0.000	2319.000	-Inf	2319.000	-Inf	2319.000	NaN
2320.900	9689.000	2320.900	0.000	2320.900	NaN	2320.900	NaN	2320.900	NaN
